,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_DATE,valid_end_DATE,invalid_reason
11201,441971,Open skull fracture with cerebral laceration AND/OR contusion,Condition,SNOMED,Clinical Finding,S,90898001,1970-01-01,2099-12-31,
11202,381017,Refractive amblyopia,Condition,SNOMED,Clinical Finding,S,90927000,1970-01-01,2099-12-31,
11203,4236905,Thrombosis of arteries of lower extremity,Condition,SNOMED,Clinical Finding,S,90958004,1970-01-01,2099-12-31,
11204,432695,Post-term pregnancy,Condition,SNOMED,Clinical Finding,S,90968009,1970-01-01,2099-12-31,
11205,23220,Chronic tonsillitis,Condition,SNOMED,Clinical Finding,S,90979004,1970-01-01,2099-12-31,
11206,317307,Idiopathic myocarditis,Condition,SNOMED,Clinical Finding,S,91025000,1970-01-01,2099-12-31,
11207,77129,Closed fracture of pelvis,Condition,SNOMED,Clinical Finding,S,91037003,1970-01-01,2099-12-31,
11208,434365,Cochlear otosclerosis,Condition,SNOMED,Clinical Finding,S,91108004,1970-01-01,2099-12-31,
11209,433073,Burn erythema of back of hand,Condition,SNOMED,Clinical Finding,S,91146006,1970-01-01,2099-12-31,
11210,380510,Congenital anomaly of eyelid,Condition,SNOMED,Clinical Finding,S,91158006,1970-01-01,2099-12-31,
11211,438589,Cerebellar laceration without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,Condition,SNOMED,Clinical Finding,S,91168001,1970-01-01,2099-12-31,
11212,377091,Seizure,Condition,SNOMED,Clinical Finding,S,91175000,1970-01-01,2099-12-31,
11213,441158,Intracranial hemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level,Condition,SNOMED,Clinical Finding,S,91216000,1970-01-01,2099-12-31,
11214,438530,Ossification of posterior longitudinal ligament in cervical region,Condition,SNOMED,Clinical Finding,S,91222009,1970-01-01,2099-12-31,
11215,4238737,Criminal behavior,Condition,SNOMED,Clinical Finding,S,91249009,1970-01-01,2099-12-31,
11216,79108,Arthropathy associated with another systemic disease,Condition,SNOMED,Clinical Finding,S,91291006,1970-01-01,2099-12-31,
11217,440851,Open fracture of forearm,Condition,SNOMED,Clinical Finding,S,91296001,1970-01-01,2099-12-31,
11218,132797,Sepsis,Condition,SNOMED,Clinical Finding,S,91302008,1970-01-01,2099-12-31,
11219,444420,Calculus of bile duct with chronic cholecystitis,Condition,SNOMED,Clinical Finding,S,91316003,1970-01-01,2099-12-31,
11220,444426,Open wound of foot except toes without complication,Condition,SNOMED,Clinical Finding,S,91368005,1970-01-01,2099-12-31,
11221,376406,"Impairment level: blindness, one eye - low vision other eye",Condition,SNOMED,Clinical Finding,S,91408006,1970-01-01,2099-12-31,
11222,441974,Closed fracture of forearm,Condition,SNOMED,Clinical Finding,S,91419009,1970-01-01,2099-12-31,
11223,434277,Haemophilus influenzae infection,Condition,SNOMED,Clinical Finding,S,91428005,1970-01-01,2099-12-31,
11224,138388,Secondary hyperparathyroidism,Condition,SNOMED,Clinical Finding,S,91478007,1970-01-01,2099-12-31,
11225,200164,Diaper rash,Condition,SNOMED,Clinical Finding,S,91487003,1970-01-01,2099-12-31,
11226,201894,Acute vascular insufficiency of intestine,Condition,SNOMED,Clinical Finding,S,91489000,1970-01-01,2099-12-31,
11227,373202,Corneal ulcer,Condition,SNOMED,Clinical Finding,S,91514001,1970-01-01,2099-12-31,
11228,134137,Osteomyelitis of multiple sites,Condition,SNOMED,Clinical Finding,S,91538002,1970-01-01,2099-12-31,
11229,132253,Mixed pediculosis,Condition,SNOMED,Clinical Finding,S,91566005,1970-01-01,2099-12-31,
11230,313590,Perinatal respiratory failure,Condition,SNOMED,Clinical Finding,S,91581004,1970-01-01,2099-12-31,
11231,378573,Closed fracture of base of skull with cerebral laceration AND/OR contusion,Condition,SNOMED,Clinical Finding,S,91589002,1970-01-01,2099-12-31,
11232,78904,Open wound of multiple sites of shoulder AND/OR upper arm with complication,Condition,SNOMED,Clinical Finding,S,91595001,1970-01-01,2099-12-31,
11233,199978,Contusion of lower limb,Condition,SNOMED,Clinical Finding,S,91603007,1970-01-01,2099-12-31,
11234,432638,Brawny scleritis,Condition,SNOMED,Clinical Finding,S,91612009,1970-01-01,2099-12-31,
11235,78605,Contusion of elbow,Condition,SNOMED,Clinical Finding,S,91613004,1970-01-01,2099-12-31,
11236,76685,Myasthenia gravis,Condition,SNOMED,Clinical Finding,S,91637004,1970-01-01,2099-12-31,
11237,199117,Nonallopathic lesion of lower extremities,Condition,SNOMED,Clinical Finding,,91651004,1970-01-01,2017-01-30,U
11238,441558,Ulcerative blepharitis,Condition,SNOMED,Clinical Finding,S,91662004,1970-01-01,2099-12-31,
11239,135496,Acute leukemia in remission,Condition,SNOMED,Clinical Finding,S,91854005,1970-01-01,2099-12-31,
11240,138708,Acute leukemia,Condition,SNOMED,Clinical Finding,S,91855006,1970-01-01,2099-12-31,
11241,141816,Acute lymphoid leukemia in remission,Condition,SNOMED,Clinical Finding,S,91856007,1970-01-01,2099-12-31,
11242,134305,Acute lymphoid leukemia,Condition,SNOMED,Clinical Finding,S,91857003,1970-01-01,2099-12-31,
11243,140672,Acute monocytic leukemia in remission,Condition,SNOMED,Clinical Finding,S,91858008,1970-01-01,2099-12-31,
11244,135762,Acute myeloid leukemia in remission,Condition,SNOMED,Clinical Finding,S,91860005,1970-01-01,2099-12-31,
11245,140352,"Acute myeloid leukemia, disease",Condition,SNOMED,Clinical Finding,S,91861009,1970-01-01,2099-12-31,
11246,442119,Adhesions of temporomandibular joint,Condition,SNOMED,Clinical Finding,S,91866004,1970-01-01,2099-12-31,
11247,4239720,Allergy to anti-infective agent,Observation,SNOMED,Clinical Finding,S,91929009,1970-01-01,2099-12-31,
11248,442116,Allergy to eggs,Observation,SNOMED,Clinical Finding,S,91930004,1970-01-01,2099-12-31,
11249,4240902,Allergy to peanuts,Observation,SNOMED,Clinical Finding,S,91935009,1970-01-01,2099-12-31,
11250,4239721,Allergy to seafood,Observation,SNOMED,Clinical Finding,S,91937001,1970-01-01,2099-12-31,
11251,434219,Food anaphylaxis,Observation,SNOMED,Clinical Finding,S,91941002,1970-01-01,2099-12-31,
11252,73231,Arthralgia of temporomandibular joint,Condition,SNOMED,Clinical Finding,S,91943004,1970-01-01,2099-12-31,
11253,74399,Articular disc disorder of temporomandibular joint,Condition,SNOMED,Clinical Finding,S,91945006,1970-01-01,2099-12-31,
11254,4241530,Asymptomatic human immunodeficiency virus infection,Condition,SNOMED,Clinical Finding,S,91947003,1970-01-01,2099-12-31,
11255,438460,Atrophy of edentulous alveolar ridge,Condition,SNOMED,Clinical Finding,S,91950000,1970-01-01,2099-12-31,
11256,442110,Benign neoplasm of accessory sinus,Condition,SNOMED,Clinical Finding,S,91961008,1970-01-01,2099-12-31,
11257,192273,Benign neoplasm of adrenal gland,Condition,SNOMED,Clinical Finding,S,91967007,1970-01-01,2099-12-31,
11258,28716,Benign neoplasm of aortic body,Condition,SNOMED,Clinical Finding,S,91979007,1970-01-01,2099-12-31,
11259,201824,Benign neoplasm of bladder,Condition,SNOMED,Clinical Finding,S,91992005,1970-01-01,2099-12-31,
11260,74606,Benign neoplasm of bone,Condition,SNOMED,Clinical Finding,S,92027006,1970-01-01,2099-12-31,
11261,442109,Benign neoplasm of bronchus,Condition,SNOMED,Clinical Finding,S,92038006,1970-01-01,2099-12-31,
11262,24884,Benign neoplasm of carotid body,Condition,SNOMED,Clinical Finding,S,92044005,1970-01-01,2099-12-31,
11263,196364,Benign neoplasm of uterine cervix,Condition,SNOMED,Clinical Finding,S,92056006,1970-01-01,2099-12-31,
11264,436948,Benign neoplasm of choroid,Condition,SNOMED,Clinical Finding,S,92059004,1970-01-01,2099-12-31,
11265,77234,Benign neoplasm of colon,Condition,SNOMED,Clinical Finding,S,92065004,1970-01-01,2099-12-31,
11266,373982,Benign neoplasm of conjunctiva,Condition,SNOMED,Clinical Finding,S,92068002,1970-01-01,2099-12-31,
11267,442105,Benign neoplasm of soft tissue,Condition,SNOMED,Clinical Finding,S,92069005,1970-01-01,2099-12-31,
11268,373160,Benign neoplasm of cornea,Condition,SNOMED,Clinical Finding,S,92070006,1970-01-01,2099-12-31,
11269,136937,Benign neoplasm of endocrine gland,Condition,SNOMED,Clinical Finding,S,92085000,1970-01-01,2099-12-31,
11270,73723,Benign neoplasm of epididymis,Condition,SNOMED,Clinical Finding,S,92088003,1970-01-01,2099-12-31,
11271,24602,Benign neoplasm of esophagus,Condition,SNOMED,Clinical Finding,S,92091003,1970-01-01,2099-12-31,
11272,381252,Benign neoplasm of eye,Condition,SNOMED,Clinical Finding,S,92097004,1970-01-01,2099-12-31,
11273,201817,Benign neoplasm of female genital organ,Condition,SNOMED,Clinical Finding,S,92103006,1970-01-01,2099-12-31,
11274,317814,Benign neoplasm of heart,Condition,SNOMED,Clinical Finding,S,92132009,1970-01-01,2099-12-31,
11275,433978,Benign neoplasm of hypopharynx,Condition,SNOMED,Clinical Finding,S,92139000,1970-01-01,2099-12-31,
11276,195498,Benign neoplasm of kidney,Condition,SNOMED,Clinical Finding,S,92165001,1970-01-01,2099-12-31,
11277,315505,Benign neoplasm of lymph node,Condition,SNOMED,Clinical Finding,S,92197001,1970-01-01,2099-12-31,
11278,200670,Benign neoplasm of male genital organ,Condition,SNOMED,Clinical Finding,S,92207002,1970-01-01,2099-12-31,
11279,438105,Benign neoplasm of mediastinum,Condition,SNOMED,Clinical Finding,S,92214000,1970-01-01,2099-12-31,
11280,373432,Benign neoplasm of nervous system,Condition,SNOMED,Clinical Finding,S,92247009,1970-01-01,2099-12-31,
11281,201823,Benign neoplasm of penis,Condition,SNOMED,Clinical Finding,S,92286008,1970-01-01,2099-12-31,
11282,28115,Benign neoplasm of pineal gland,Condition,SNOMED,Clinical Finding,S,92294001,1970-01-01,2099-12-31,
11283,77819,Benign neoplasm of pleura,Condition,SNOMED,Clinical Finding,S,92298003,1970-01-01,2099-12-31,
11284,197237,Benign neoplasm of prostate,Condition,SNOMED,Clinical Finding,S,92308005,1970-01-01,2099-12-31,
11285,372272,Benign neoplasm of retina,Condition,SNOMED,Clinical Finding,S,92321003,1970-01-01,2099-12-31,
11286,74322,Benign neoplasm of scrotum,Condition,SNOMED,Clinical Finding,S,92336000,1970-01-01,2099-12-31,
11287,433981,Benign neoplasm of short bone of upper limb,Condition,SNOMED,Clinical Finding,S,92341008,1970-01-01,2099-12-31,
11288,140966,Benign neoplasm of skin of face,Condition,SNOMED,Clinical Finding,S,92359006,1970-01-01,2099-12-31,
11289,141248,Benign neoplasm of skin of lip,Condition,SNOMED,Clinical Finding,S,92369000,1970-01-01,2099-12-31,
11290,444445,Benign neoplasm of skin of lower limb,Condition,SNOMED,Clinical Finding,S,92370004,1970-01-01,2099-12-31,
11291,136057,Benign neoplasm of skin of trunk,Condition,SNOMED,Clinical Finding,S,92380000,1970-01-01,2099-12-31,
11292,138102,Benign neoplasm of skin,Condition,SNOMED,Clinical Finding,S,92384009,1970-01-01,2099-12-31,
11293,4242962,Benign neoplasm of small intestine,Condition,SNOMED,Clinical Finding,S,92385005,1970-01-01,2099-12-31,
11294,444455,Benign neoplasm of soft tissues of head,Condition,SNOMED,Clinical Finding,S,92391007,1970-01-01,2099-12-31,
11295,444453,Benign neoplasm of soft tissues of lower limb,Condition,SNOMED,Clinical Finding,S,92394004,1970-01-01,2099-12-31,
11296,194607,Benign neoplasm of soft tissues of pelvis,Condition,SNOMED,Clinical Finding,S,92396002,1970-01-01,2099-12-31,
11297,135767,Benign neoplasm of spinal meninges,Condition,SNOMED,Clinical Finding,S,92406008,1970-01-01,2099-12-31,
11298,196061,Benign neoplasm of stomach,Condition,SNOMED,Clinical Finding,S,92411005,1970-01-01,2099-12-31,
11299,436366,Benign neoplasm of testis,Condition,SNOMED,Clinical Finding,S,92428008,1970-01-01,2099-12-31,
11300,438107,Benign neoplasm of thymus,Condition,SNOMED,Clinical Finding,S,92437008,1970-01-01,2099-12-31,
11301,198103,Benign neoplasm of ureter,Condition,SNOMED,Clinical Finding,S,92464009,1970-01-01,2099-12-31,
11302,196377,Benign neoplasm of urethra,Condition,SNOMED,Clinical Finding,S,92466006,1970-01-01,2099-12-31,
11303,78706,Benign neoplasm of urinary system,Condition,SNOMED,Clinical Finding,S,92468007,1970-01-01,2099-12-31,
11304,195500,Benign neoplasm of uterus,Condition,SNOMED,Clinical Finding,S,92470003,1970-01-01,2099-12-31,
11305,380975,Neurofibromatosis type 2,Condition,SNOMED,Clinical Finding,S,92503002,1970-01-01,2099-12-31,
11306,201807,Burkitt's tumor of intra-abdominal lymph nodes,Condition,SNOMED,Clinical Finding,S,92508006,1970-01-01,2099-12-31,
11307,438376,Burkitt's tumor of intrathoracic lymph nodes,Condition,SNOMED,Clinical Finding,S,92510008,1970-01-01,2099-12-31,
11308,433426,Burkitt's tumor of lymph nodes of axilla AND/OR upper limb,Condition,SNOMED,Clinical Finding,S,92511007,1970-01-01,2099-12-31,
11309,437504,"Burkitt's tumor of lymph nodes of head, face AND/OR neck",Condition,SNOMED,Clinical Finding,S,92512000,1970-01-01,2099-12-31,
11310,444440,Burkitt's tumor of spleen,Condition,SNOMED,Clinical Finding,S,92515003,1970-01-01,2099-12-31,
11311,436671,Carcinoma in situ of anal canal,Condition,SNOMED,Clinical Finding,S,92531006,1970-01-01,2099-12-31,
11312,78110,Carcinoma in situ of anus,Condition,SNOMED,Clinical Finding,S,92537005,1970-01-01,2099-12-31,
11313,192855,Cancer in situ of urinary bladder,Condition,SNOMED,Clinical Finding,S,92546004,1970-01-01,2099-12-31,
11314,194611,Carcinoma in situ of uterine cervix,Condition,SNOMED,Clinical Finding,S,92564006,1970-01-01,2099-12-31,
11315,75512,Carcinoma in situ of colon,Condition,SNOMED,Clinical Finding,S,92568009,1970-01-01,2099-12-31,
11316,373732,Carcinoma in situ of eye,Condition,SNOMED,Clinical Finding,S,92590009,1970-01-01,2099-12-31,
11317,192577,Carcinoma in situ of female genital organ,Condition,SNOMED,Clinical Finding,S,92594000,1970-01-01,2099-12-31,
11318,192291,Carcinoma in situ of intestinal tract,Condition,SNOMED,Clinical Finding,S,92617001,1970-01-01,2099-12-31,
11319,24897,Carcinoma in situ of larynx,Condition,SNOMED,Clinical Finding,S,92634009,1970-01-01,2099-12-31,
11320,196068,Carcinoma in situ of male genital organ,Condition,SNOMED,Clinical Finding,S,92653004,1970-01-01,2099-12-31,
11321,193162,Carcinoma in situ of penis,Condition,SNOMED,Clinical Finding,S,92679008,1970-01-01,2099-12-31,
11322,200970,Carcinoma in situ of prostate,Condition,SNOMED,Clinical Finding,S,92691004,1970-01-01,2099-12-31,
11323,75210,Carcinoma in situ of rectum,Condition,SNOMED,Clinical Finding,S,92696009,1970-01-01,2099-12-31,
11324,261528,Carcinoma in situ of respiratory tract,Condition,SNOMED,Clinical Finding,S,92698005,1970-01-01,2099-12-31,
11325,133726,Carcinoma in situ of skin of face,Condition,SNOMED,Clinical Finding,S,92724009,1970-01-01,2099-12-31,
11326,133725,Carcinoma in situ of skin of lip,Condition,SNOMED,Clinical Finding,S,92734000,1970-01-01,2099-12-31,
11327,134308,Carcinoma in situ of skin of lower limb,Condition,SNOMED,Clinical Finding,S,92735004,1970-01-01,2099-12-31,
11328,138996,Carcinoma in situ of skin,Condition,SNOMED,Clinical Finding,S,92749008,1970-01-01,2099-12-31,
11329,200974,Carcinoma in situ of stomach,Condition,SNOMED,Clinical Finding,S,92756002,1970-01-01,2099-12-31,
11330,81247,Carcinoma in situ of urinary system,Condition,SNOMED,Clinical Finding,S,92786009,1970-01-01,2099-12-31,
11331,192581,Carcinoma in situ of uterus,Condition,SNOMED,Clinical Finding,S,92788005,1970-01-01,2099-12-31,
11332,195513,Carcinoma in situ of vagina,Condition,SNOMED,Clinical Finding,S,92791005,1970-01-01,2099-12-31,
11333,438386,Carcinoma in situ of vulva,Condition,SNOMED,Clinical Finding,S,92802003,1970-01-01,2099-12-31,
11334,134597,Chronic leukemia in remission,Condition,SNOMED,Clinical Finding,S,92811003,1970-01-01,2099-12-31,
11335,140057,Chronic leukemia,Condition,SNOMED,Clinical Finding,S,92812005,1970-01-01,2099-12-31,
11336,133438,Chronic lymphoid leukemia in remission,Condition,SNOMED,Clinical Finding,S,92813000,1970-01-01,2099-12-31,
11337,138379,"Chronic lymphoid leukemia, disease",Condition,SNOMED,Clinical Finding,S,92814006,1970-01-01,2099-12-31,
11338,132572,Chronic myeloid leukemia in remission,Condition,SNOMED,Clinical Finding,S,92817004,1970-01-01,2099-12-31,
11339,134603,Chronic myeloid leukemia,Condition,SNOMED,Clinical Finding,S,92818009,1970-01-01,2099-12-31,
11340,377252,"Neurofibromatosis, type 1",Condition,SNOMED,Clinical Finding,S,92824003,1970-01-01,2099-12-31,
11341,444467,Letterer-Siwe disease of intra-abdominal lymph nodes,Condition,SNOMED,Clinical Finding,S,93133006,1970-01-01,2099-12-31,
11342,196363,Letterer-Siwe disease of intrapelvic lymph nodes,Condition,SNOMED,Clinical Finding,S,93134000,1970-01-01,2099-12-31,
11343,434595,Letterer-Siwe disease of intrathoracic lymph nodes,Condition,SNOMED,Clinical Finding,S,93135004,1970-01-01,2099-12-31,
11344,444466,Letterer-Siwe disease of lymph nodes of axilla AND/OR upper limb,Condition,SNOMED,Clinical Finding,S,93136003,1970-01-01,2099-12-31,
11345,436362,"Letterer-Siwe disease of lymph nodes of head, face AND/OR neck",Condition,SNOMED,Clinical Finding,S,93137007,1970-01-01,2099-12-31,
11346,444465,Letterer-Siwe disease of lymph nodes of inguinal region AND/OR lower limb,Condition,SNOMED,Clinical Finding,S,93138002,1970-01-01,2099-12-31,
11347,141814,Letterer-Siwe disease of lymph nodes of multiple sites,Condition,SNOMED,Clinical Finding,S,93139005,1970-01-01,2099-12-31,
11348,197816,Letterer-Siwe disease of spleen,Condition,SNOMED,Clinical Finding,S,93140007,1970-01-01,2099-12-31,
11349,135766,Leukemia in remission,Condition,SNOMED,Clinical Finding,S,93142004,1970-01-01,2099-12-31,
11350,317510,Leukemia,Condition,SNOMED,Clinical Finding,S,93143009,1970-01-01,2099-12-31,
11351,193429,Leukemic reticuloendotheliosis of intra-abdominal lymph nodes,Condition,SNOMED,Clinical Finding,S,93144003,1970-01-01,2099-12-31,
11352,196650,Leukemic reticuloendotheliosis of intrapelvic lymph nodes,Condition,SNOMED,Clinical Finding,S,93145002,1970-01-01,2099-12-31,
11353,442095,Leukemic reticuloendotheliosis of intrathoracic lymph nodes,Condition,SNOMED,Clinical Finding,S,93146001,1970-01-01,2099-12-31,
11354,442094,Leukemic reticuloendotheliosis of lymph nodes of axilla AND/OR upper limb,Condition,SNOMED,Clinical Finding,S,93147005,1970-01-01,2099-12-31,
11355,442093,"Leukemic reticuloendotheliosis of lymph nodes of head, face AND/OR neck",Condition,SNOMED,Clinical Finding,S,93148000,1970-01-01,2099-12-31,
11356,442092,Leukemic reticuloendotheliosis of lymph nodes of inguinal region AND/OR lower limb,Condition,SNOMED,Clinical Finding,S,93149008,1970-01-01,2099-12-31,
11357,318989,Leukemic reticuloendotheliosis of lymph nodes of multiple sites,Condition,SNOMED,Clinical Finding,S,93150008,1970-01-01,2099-12-31,
11358,4245460,Hairy cell leukemia of spleen,Condition,SNOMED,Clinical Finding,S,93151007,1970-01-01,2099-12-31,
11359,132852,Leukemic reticuloendotheliosis of extranodal AND/OR solid organ site,Condition,SNOMED,Clinical Finding,S,93152000,1970-01-01,2099-12-31,
11360,196654,Lipoma of intra-abdominal organs,Condition,SNOMED,Clinical Finding,S,93157006,1970-01-01,2099-12-31,
11361,433167,Lipoma of intrathoracic organs,Condition,SNOMED,Clinical Finding,S,93158001,1970-01-01,2099-12-31,
11362,376657,Lipoma of skin and subcutaneous tissue of face,Condition,SNOMED,Clinical Finding,S,93159009,1970-01-01,2099-12-31,
11363,197823,Lipoma of spermatic cord,Condition,SNOMED,Clinical Finding,S,93162007,1970-01-01,2099-12-31,
11364,440358,Lipoma,Condition,SNOMED,Clinical Finding,S,93163002,1970-01-01,2099-12-31,
11365,134596,Lymphoid leukemia in remission,Condition,SNOMED,Clinical Finding,S,93169003,1970-01-01,2099-12-31,
11366,198098,Malignant histiocytosis of intra-abdominal lymph nodes,Condition,SNOMED,Clinical Finding,S,93182006,1970-01-01,2099-12-31,
11367,192270,Malignant histiocytosis of intrapelvic lymph nodes,Condition,SNOMED,Clinical Finding,S,93183001,1970-01-01,2099-12-31,
11368,441812,Malignant histiocytosis of intrathoracic lymph nodes,Condition,SNOMED,Clinical Finding,S,93184007,1970-01-01,2099-12-31,
11369,435200,Malignant histiocytosis of lymph nodes of axilla AND/OR upper limb,Condition,SNOMED,Clinical Finding,S,93185008,1970-01-01,2099-12-31,
11370,441525,"Malignant histiocytosis of lymph nodes of head, face AND/OR neck",Condition,SNOMED,Clinical Finding,S,93186009,1970-01-01,2099-12-31,
11371,197232,Malignant histiocytosis of lymph nodes of inguinal region AND/OR lower limb,Condition,SNOMED,Clinical Finding,S,93187000,1970-01-01,2099-12-31,
11372,321815,Malignant histiocytosis of lymph nodes of multiple sites,Condition,SNOMED,Clinical Finding,S,93188005,1970-01-01,2099-12-31,
11373,193721,Malignant histiocytosis of spleen,Condition,SNOMED,Clinical Finding,S,93189002,1970-01-01,2099-12-31,
11374,200349,Malignant lymphoma of intra-abdominal lymph nodes,Condition,SNOMED,Clinical Finding,S,93191005,1970-01-01,2099-12-31,
11375,195195,Malignant lymphoma of intrapelvic lymph nodes,Condition,SNOMED,Clinical Finding,S,93192003,1970-01-01,2099-12-31,
11376,435753,Malignant lymphoma of intrathoracic lymph nodes,Condition,SNOMED,Clinical Finding,S,93193008,1970-01-01,2099-12-31,
11377,441521,Malignant lymphoma of lymph nodes of axilla AND/OR upper limb,Condition,SNOMED,Clinical Finding,S,93194002,1970-01-01,2099-12-31,
11378,438698,"Malignant lymphoma of lymph nodes of head, face AND/OR neck",Condition,SNOMED,Clinical Finding,S,93195001,1970-01-01,2099-12-31,
11379,192560,Malignant lymphoma of lymph nodes of inguinal region AND/OR lower limb,Condition,SNOMED,Clinical Finding,S,93196000,1970-01-01,2099-12-31,
11380,132841,Malignant lymphoma of lymph nodes of multiple sites,Condition,SNOMED,Clinical Finding,S,93197009,1970-01-01,2099-12-31,
11381,200343,Malignant lymphoma of spleen,Condition,SNOMED,Clinical Finding,S,93198004,1970-01-01,2099-12-31,
11382,200667,Malignant mast cell tumor of intrapelvic lymph nodes,Condition,SNOMED,Clinical Finding,S,93201009,1970-01-01,2099-12-31,
11383,434601,Malignant mast cell tumor of intrathoracic lymph nodes,Condition,SNOMED,Clinical Finding,S,93202002,1970-01-01,2099-12-31,
11384,441245,Malignant mast cell tumor of lymph nodes of axilla AND/OR upper limb,Condition,SNOMED,Clinical Finding,S,93203007,1970-01-01,2099-12-31,
11385,435495,"Malignant mast cell tumor of lymph nodes of head, face AND/OR neck",Condition,SNOMED,Clinical Finding,S,93204001,1970-01-01,2099-12-31,
11386,198705,Malignant mast cell tumor of lymph nodes of inguinal region AND/OR lower limb,Condition,SNOMED,Clinical Finding,S,93205000,1970-01-01,2099-12-31,
11387,137512,Malignant mast cell tumor of lymph nodes of multiple sites,Condition,SNOMED,Clinical Finding,S,93206004,1970-01-01,2099-12-31,
11388,197511,Malignant mast cell tumor of spleen,Condition,SNOMED,Clinical Finding,S,93207008,1970-01-01,2099-12-31,
11389,444447,Congenital hypoplasia of zygomatic bone,Condition,SNOMED,Clinical Finding,S,93303009,1970-01-01,2099-12-31,
11390,136367,Erythroleukemia in remission,Condition,SNOMED,Clinical Finding,S,93450001,1970-01-01,2099-12-31,
11391,138099,"Erythroleukemia, FAB M6",Condition,SNOMED,Clinical Finding,S,93451002,1970-01-01,2099-12-31,
11392,441246,Hemangioma of intracranial structure,Condition,SNOMED,Clinical Finding,S,93468003,1970-01-01,2099-12-31,
11393,375776,Hemangioma of retina,Condition,SNOMED,Clinical Finding,S,93470007,1970-01-01,2099-12-31,
11394,442151,"Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla AND/OR upper limb",Condition,SNOMED,Clinical Finding,S,93487009,1970-01-01,2099-12-31,
11395,433161,"Hodgkin's disease, lymphocytic depletion of lymph nodes of head, face AND/OR neck",Condition,SNOMED,Clinical Finding,S,93488004,1970-01-01,2099-12-31,
11396,442150,"Hodgkin's disease, lymphocytic depletion of lymph nodes of inguinal region AND/OR lower limb",Condition,SNOMED,Clinical Finding,S,93489007,1970-01-01,2099-12-31,
11397,201242,"Hodgkin's disease, lymphocytic-histiocytic predominance of intra-abdominal lymph nodes",Condition,SNOMED,Clinical Finding,S,93493001,1970-01-01,2099-12-31,
11398,194876,"Hodgkin's disease, lymphocytic-histiocytic predominance of intrapelvic lymph nodes",Condition,SNOMED,Clinical Finding,S,93494007,1970-01-01,2099-12-31,
11399,440351,"Hodgkin's disease, lymphocytic-histiocytic predominance of intrathoracic lymph nodes",Condition,SNOMED,Clinical Finding,S,93495008,1970-01-01,2099-12-31,
11400,438703,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of axilla AND/OR upper limb",Condition,SNOMED,Clinical Finding,S,93496009,1970-01-01,2099-12-31,
11401,442163,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of head, face AND/OR neck",Condition,SNOMED,Clinical Finding,S,93497000,1970-01-01,2099-12-31,
11402,442162,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of inguinal region AND/OR lower limb",Condition,SNOMED,Clinical Finding,S,93498005,1970-01-01,2099-12-31,
11403,198381,"Hodgkin's disease, lymphocytic-histiocytic predominance of spleen",Condition,SNOMED,Clinical Finding,S,93500006,1970-01-01,2099-12-31,
11404,434299,"Hodgkin's disease, mixed cellularity of lymph nodes of axilla AND/OR upper limb",Condition,SNOMED,Clinical Finding,S,93505001,1970-01-01,2099-12-31,
11405,442161,"Hodgkin's disease, mixed cellularity of lymph nodes of head, face AND/OR neck",Condition,SNOMED,Clinical Finding,S,93506000,1970-01-01,2099-12-31,
11406,442160,"Hodgkin's disease, mixed cellularity of lymph nodes of inguinal region AND/OR lower limb",Condition,SNOMED,Clinical Finding,S,93507009,1970-01-01,2099-12-31,
11407,442159,"Hodgkin's disease, mixed cellularity of spleen",Condition,SNOMED,Clinical Finding,S,93509007,1970-01-01,2099-12-31,
11408,314600,"Hodgkin's disease, nodular sclerosis of lymph nodes of axilla AND/OR upper limb",Condition,SNOMED,Clinical Finding,S,93514006,1970-01-01,2099-12-31,
11409,442158,"Hodgkin's disease, nodular sclerosis of lymph nodes of head, face AND/OR neck",Condition,SNOMED,Clinical Finding,S,93515007,1970-01-01,2099-12-31,
11410,442157,"Hodgkin's disease, nodular sclerosis of lymph nodes of inguinal region AND/OR lower limb",Condition,SNOMED,Clinical Finding,S,93516008,1970-01-01,2099-12-31,
11411,193157,"Hodgkin's disease, nodular sclerosis of spleen",Condition,SNOMED,Clinical Finding,S,93518009,1970-01-01,2099-12-31,
11412,200355,Hodgkin's disease of intra-abdominal lymph nodes,Condition,SNOMED,Clinical Finding,S,93520007,1970-01-01,2099-12-31,
11413,195761,Hodgkin's disease of intrapelvic lymph nodes,Condition,SNOMED,Clinical Finding,S,93521006,1970-01-01,2099-12-31,
11414,440965,Hodgkin's disease of intrathoracic lymph nodes,Condition,SNOMED,Clinical Finding,S,93522004,1970-01-01,2099-12-31,
11415,434877,Hodgkin's disease of lymph nodes of axilla AND/OR upper limb,Condition,SNOMED,Clinical Finding,S,93523009,1970-01-01,2099-12-31,
11416,437818,"Hodgkin's disease of lymph nodes of head, face AND/OR neck",Condition,SNOMED,Clinical Finding,S,93524003,1970-01-01,2099-12-31,
